t_s,release,victim,injected,c_obs,rampart_full,deadline_miss,shield_recovered
5444.57,528,fir2dim,False,13710.0,14991.022,False,
5445.1,529,fmref,False,754108.0,727400.933,True,
5445.48,530,cosf,False,32053.0,59951.826,False,
5507.79,531,test3,False,927579898.5,877025267.452,True,
5508.16,532,jfdctint,False,8604.0,25117.031,False,
5508.53,533,fac,False,847.5,2439.197,False,
5508.94,534,fir2dim,False,13298.5,14991.022,False,
5509.47,535,fmref,False,743598.5,727400.933,True,
5509.85,536,cosf,False,32170.5,59951.826,False,
5568.59,537,test3,False,872276691.0,877025267.452,False,
5568.97,538,jfdctint,False,9205.5,25117.031,False,
5569.34,539,fac,False,902.5,2439.197,False,
5569.72,540,fir2dim,False,13662.5,14991.022,False,
5570.25,541,fmref,False,743853.5,727400.933,True,
5570.63,542,cosf,False,33638.5,59951.826,False,
5630.68,543,test3,False,912564338.5,877025267.452,True,
5631.05,544,jfdctint,False,8794.5,25117.031,False,
5631.41,545,fac,False,945.0,2439.197,False,
5631.79,546,fir2dim,False,13780.0,14991.022,False,
5632.31,547,fmref,False,738618.0,727400.933,True,
5632.69,548,cosf,False,32307.5,59951.826,False,
5691.64,549,test3,False,879528755.5,877025267.452,True,
5692.01,550,jfdctint,False,9160.5,25117.031,False,
5692.38,551,fac,False,722.5,2439.197,False,
5692.76,552,fir2dim,False,13763.0,14991.022,False,
5693.31,553,fmref,False,745317.5,727400.933,True,
5693.68,554,cosf,False,32129.0,59951.826,False,
5751.91,555,test3,False,874797149.5,877025267.452,False,
5752.29,556,jfdctint,False,9117.5,25117.031,False,
5752.66,557,fac,False,771.5,2439.197,False,
5753.04,558,fir2dim,False,13764.0,14991.022,False,
5753.57,559,fmref,False,742739.0,727400.933,True,
5753.95,560,cosf,False,32281.5,59951.826,False,
5813.59,561,test3,False,905266088.0,877025267.452,True,
5813.96,562,jfdctint,False,8561.0,25117.031,False,
5814.33,563,fac,False,716.0,2439.197,False,
5814.7,564,fir2dim,False,13291.0,14991.022,False,
5815.22,565,fmref,False,741904.0,727400.933,True,
5815.61,566,cosf,False,32430.5,59951.826,False,
5873.97,567,test3,False,883648544.0,877025267.452,True,
5874.34,568,jfdctint,False,8788.5,25117.031,False,
5874.71,569,fac,False,801.5,2439.197,False,
5875.11,570,fir2dim,False,13204.0,14991.022,False,
5875.64,571,fmref,False,738093.0,727400.933,True,
5876.01,572,cosf,False,32028.5,59951.826,False,
5935.73,573,test3,False,892117665.0,877025267.452,True,
5936.11,574,jfdctint,False,9130.5,25117.031,False,
5936.49,575,fac,False,950.0,2439.197,False,
5936.86,576,fir2dim,False,13330.0,14991.022,False,
5937.39,577,fmref,False,742624.0,727400.933,True,
5937.78,578,cosf,False,32434.5,59951.826,False,
6001.5,579,test3,False,951426288.0,877025267.452,True,
6001.87,580,jfdctint,False,8666.0,25117.031,False,
6002.24,581,fac,False,717.5,2439.197,False,
6002.64,582,fir2dim,False,12889.0,14991.022,False,
6003.15,583,fmref,False,743342.0,727400.933,True,
6003.53,584,cosf,False,32133.0,59951.826,False,
6062.24,585,test3,False,874558171.5,877025267.452,False,
6062.61,586,jfdctint,False,9155.0,25117.031,False,
6062.98,587,fac,False,848.5,2439.197,False,
6063.36,588,fir2dim,False,13498.0,14991.022,False,
6063.89,589,fmref,False,742192.5,727400.933,True,
6064.26,590,cosf,False,32298.5,59951.826,False,
6122.65,591,test3,False,878705629.0,877025267.452,True,
6123.02,592,jfdctint,False,9129.0,25117.031,False,
6123.39,593,fac,False,1086.0,2439.197,False,
6123.77,594,fir2dim,False,13891.0,14991.022,False,
6124.3,595,fmref,False,742915.5,727400.933,True,
6124.69,596,cosf,False,32179.0,59951.826,False,
6184.0,597,test3,False,876952854.5,877025267.452,False,
6184.38,598,jfdctint,False,9115.5,25117.031,False,
6184.76,599,fac,False,918.5,2439.197,False,
6185.14,600,fir2dim,False,13648.0,14991.022,False,
6185.68,601,fmref,False,742439.5,727400.933,True,
6186.05,602,cosf,False,31321.5,59951.826,False,
6246.34,603,test3,False,884356620.5,877025267.452,True,
6246.71,604,jfdctint,False,9176.0,25117.031,False,
6247.07,605,fac,False,679.0,2439.197,False,
6247.45,606,fir2dim,False,13390.0,14991.022,False,
6248.0,607,fmref,False,739952.5,727400.933,True,
6248.38,608,cosf,False,32106.5,59951.826,False,
6309.54,609,test3,False,913764090.5,877025267.452,True,
6309.9,610,jfdctint,False,9052.0,25117.031,False,
6310.27,611,fac,False,859.5,2439.197,False,
6310.64,612,fir2dim,False,13567.5,14991.022,False,
6311.18,613,fmref,False,743077.5,727400.933,True,
6311.56,614,cosf,False,31488.0,59951.826,False,
6372.83,615,test3,False,902558846.0,877025267.452,True,
6373.21,616,jfdctint,False,9167.5,25117.031,False,
6373.58,617,fac,False,687.5,2439.197,False,
6373.97,618,fir2dim,False,14113.0,14991.022,False,
6374.51,619,fmref,False,740182.0,727400.933,True,
6374.88,620,cosf,False,32366.5,59951.826,False,
6436.58,621,test3,False,909479224.5,877025267.452,True,
6436.95,622,jfdctint,False,8852.5,25117.031,False,
6437.32,623,fac,False,1011.5,2439.197,False,
6437.7,624,fir2dim,False,13223.0,14991.022,False,
6438.23,625,fmref,False,739530.0,727400.933,True,
6438.61,626,cosf,False,32381.0,59951.826,False,
6499.61,627,test3,False,907484978.5,877025267.452,True,
6499.99,628,jfdctint,False,8989.5,25117.031,False,
6500.36,629,fac,False,771.0,2439.197,False,
6500.74,630,fir2dim,False,13695.5,14991.022,False,
6501.26,631,fmref,False,737061.0,727400.933,True,
6501.63,632,cosf,False,31484.5,59951.826,False,
6566.15,633,test3,False,981744385.0,877025267.452,True,
6566.53,634,jfdctint,False,8886.0,25117.031,False,
6566.9,635,fac,False,838.0,2439.197,False,
6567.27,636,fir2dim,False,13319.0,14991.022,False,
6567.79,637,fmref,False,741735.0,727400.933,True,
6568.17,638,cosf,False,32388.0,59951.826,False,
6626.82,639,test3,False,893710034.5,877025267.452,True,
6627.19,640,jfdctint,False,8730.5,25117.031,False,
6627.56,641,fac,False,982.0,2439.197,False,
6627.94,642,fir2dim,False,14118.0,14991.022,False,
6628.48,643,fmref,False,746313.0,727400.933,True,
6628.86,644,cosf,False,32704.5,59951.826,False,
6691.93,645,test3,False,934787997.0,877025267.452,True,
6692.31,646,jfdctint,False,9252.5,25117.031,False,
6692.68,647,fac,False,752.0,2439.197,False,
6693.06,648,fir2dim,False,13776.5,14991.022,False,
6693.61,649,fmref,False,741799.5,727400.933,True,
6693.99,650,cosf,False,32858.0,59951.826,False,
6756.49,651,test3,False,916164876.0,877025267.452,True,
6756.86,652,jfdctint,False,8764.5,25117.031,False,
6757.23,653,fac,False,944.5,2439.197,False,
6757.61,654,fir2dim,False,13588.5,14991.022,False,
6758.14,655,fmref,False,747080.0,727400.933,True,
6758.52,656,cosf,False,32192.0,59951.826,False,
6816.5,657,test3,False,874907284.0,877025267.452,False,
6816.87,658,jfdctint,False,9028.5,25117.031,False,
6817.24,659,fac,False,746.5,2439.197,False,
6817.63,660,fir2dim,False,13903.5,14991.022,False,
6818.15,661,fmref,False,740955.0,727400.933,True,
6818.55,662,cosf,False,32798.5,59951.826,False,
6876.22,663,test3,False,875794057.5,877025267.452,False,
6876.59,664,jfdctint,False,8710.0,25117.031,False,
6876.96,665,fac,False,834.5,2439.197,False,
6877.34,666,fir2dim,False,13863.5,14991.022,False,
6877.86,667,fmref,False,740554.0,727400.933,True,
6878.24,668,cosf,False,33580.5,59951.826,False,
6935.18,669,test3,False,862944263.5,877025267.452,False,
6935.56,670,jfdctint,False,9486.0,25117.031,False,
6935.92,671,fac,False,751.0,2439.197,False,
6936.33,672,fir2dim,False,13333.5,14991.022,False,
6936.87,673,fmref,False,746873.5,727400.933,True,
6937.25,674,cosf,False,31180.0,59951.826,False,
7000.94,675,test3,False,880213882.0,877025267.452,True,
7001.55,676,jfdctint,False,8589.0,25117.031,False,
7001.92,677,fac,False,933.5,2439.197,False,
7002.3,678,fir2dim,False,13165.5,14991.022,False,
7003.09,679,fmref,False,711196.5,727400.933,False,
7003.68,680,cosf,False,31296.5,59951.826,False,
7075.87,681,test3,False,861420222.0,877025267.452,False,
7076.71,682,jfdctint,False,8452.5,25117.031,False,
7077.31,683,fac,False,669.0,2439.197,False,
7077.95,684,fir2dim,False,12787.0,14991.022,False,
7078.93,685,fmref,False,705260.5,727400.933,False,
7079.58,686,cosf,False,32140.0,59951.826,False,
7153.75,687,test3,False,870582315.0,877025267.452,False,
7161.22,688,jfdctint,False,8390.5,25117.031,False,
7169.92,689,fac,False,684.5,2439.197,False,
7173.86,690,fir2dim,False,12864.5,14991.022,False,
7176.78,691,fmref,False,714854.0,727400.933,False,
7185.67,692,cosf,False,30996.0,59951.826,False,
7261.99,693,test3,False,883707654.5,877025267.452,True,
7262.69,694,jfdctint,False,8633.0,25117.031,False,
7263.31,695,fac,False,849.5,2439.197,False,
7263.89,696,fir2dim,False,13214.5,14991.022,False,
7264.59,697,fmref,False,722341.5,727400.933,False,
7265.07,698,cosf,False,31623.0,59951.826,False,
7333.41,699,test3,False,877257704.5,877025267.452,True,
7334.03,700,jfdctint,False,9005.5,25117.031,False,
7334.71,701,fac,False,734.5,2439.197,False,
7335.07,702,fir2dim,False,13326.5,14991.022,False,
7336.04,703,fmref,False,732719.5,727400.933,True,
7336.51,704,cosf,False,31302.0,59951.826,False,
7399.36,705,test3,False,878479834.5,877025267.452,True,
7399.73,706,jfdctint,False,8756.0,25117.031,False,
7400.11,707,fac,False,952.5,2439.197,False,
7400.49,708,fir2dim,False,13848.5,14991.022,False,
7401.03,709,fmref,False,738322.0,727400.933,True,
7401.41,710,cosf,False,32290.0,59951.826,False,
7465.82,711,test3,False,935071075.0,877025267.452,True,
7466.2,712,jfdctint,False,8856.0,25117.031,False,
7466.57,713,fac,False,1014.5,2439.197,False,
7466.98,714,fir2dim,False,12892.0,14991.022,False,
7467.51,715,fmref,False,739952.0,727400.933,True,
7467.91,716,cosf,False,32207.0,59951.826,False,
7533.58,717,test3,False,947179693.0,877025267.452,True,
7533.95,718,jfdctint,False,8730.5,25117.031,False,
7534.33,719,fac,False,1034.0,2439.197,False,
7534.72,720,fir2dim,False,13436.0,14991.022,False,
7535.28,721,fmref,False,739014.5,727400.933,True,
7535.65,722,cosf,False,31791.0,59951.826,False,
7596.06,723,test3,False,888619205.5,877025267.452,True,
7596.43,724,jfdctint,False,9249.5,25117.031,False,
7597.04,725,fac,False,899.5,2439.197,False,
7597.44,726,fir2dim,False,13341.0,14991.022,False,
7597.96,727,fmref,False,738953.0,727400.933,True,
7598.34,728,cosf,False,31921.0,59951.826,False,
7657.3,729,test3,False,868402148.5,877025267.452,False,
7657.67,730,jfdctint,False,9342.0,25117.031,False,
7658.06,731,fac,False,1016.0,2439.197,False,
7658.44,732,fir2dim,False,13469.0,14991.022,False,
7658.99,733,fmref,False,753897.0,727400.933,True,
7659.37,734,cosf,False,32093.0,59951.826,False,
7722.14,735,test3,False,920673826.5,877025267.452,True,
7722.52,736,jfdctint,False,9125.5,25117.031,False,
7722.89,737,fac,False,990.5,2439.197,False,
7723.26,738,fir2dim,False,13534.0,14991.022,False,
7723.79,739,fmref,False,745651.5,727400.933,True,
7724.17,740,cosf,False,31930.5,59951.826,False,
7783.05,741,test3,False,875243213.0,877025267.452,False,
7783.43,742,jfdctint,False,9002.0,25117.031,False,
7783.8,743,fac,False,1098.5,2439.197,False,
7784.2,744,fir2dim,False,12965.0,14991.022,False,
7784.74,745,fmref,False,740050.5,727400.933,True,
7785.11,746,cosf,False,32202.5,59951.826,False,
7844.24,747,test3,False,874434914.0,877025267.452,False,
7844.62,748,jfdctint,False,9243.0,25117.031,False,
7844.99,749,fac,False,933.0,2439.197,False,
7845.37,750,fir2dim,False,13594.5,14991.022,False,
7845.9,751,fmref,False,736991.5,727400.933,True,
7846.27,752,cosf,False,32102.0,59951.826,False,
7907.89,753,test3,False,916757126.0,877025267.452,True,
7908.26,754,jfdctint,False,9110.0,25117.031,False,
7908.63,755,fac,False,732.0,2439.197,False,
7909.02,756,fir2dim,False,13486.0,14991.022,False,
7909.55,757,fmref,False,751049.0,727400.933,True,
7909.93,758,cosf,False,32168.5,59951.826,False,
7968.56,759,test3,False,874770793.5,877025267.452,False,
7968.94,760,jfdctint,False,9145.5,25117.031,False,
7969.31,761,fac,False,936.5,2439.197,False,
7969.7,762,fir2dim,False,13689.5,14991.022,False,
7970.25,763,fmref,False,738659.5,727400.933,True,
7970.63,764,cosf,False,32021.0,59951.826,False,
8032.15,765,test3,False,906800791.0,877025267.452,True,
8032.52,766,jfdctint,False,9057.0,25117.031,False,
8032.89,767,fac,False,743.0,2439.197,False,
8033.3,768,fir2dim,False,13275.5,14991.022,False,
8033.82,769,fmref,False,736422.5,727400.933,True,
8034.2,770,cosf,False,32336.0,59951.826,False,
8099.03,771,test3,False,966203657.0,877025267.452,True,
8099.41,772,jfdctint,False,9059.5,25117.031,False,
8099.78,773,fac,False,864.0,2439.197,False,
8100.17,774,fir2dim,False,13692.5,14991.022,False,
8100.7,775,fmref,False,744823.0,727400.933,True,
8101.08,776,cosf,False,32077.0,59951.826,False,
8162.38,777,test3,False,897069421.0,877025267.452,True,
8162.77,778,jfdctint,False,8787.5,25117.031,False,
8163.15,779,fac,False,774.5,2439.197,False,
8163.53,780,fir2dim,False,13543.0,14991.022,False,
8164.06,781,fmref,False,746957.5,727400.933,True,
8164.44,782,cosf,False,32116.0,59951.826,False,
8227.69,783,test3,False,917529990.5,877025267.452,True,
8228.06,784,jfdctint,False,9136.0,25117.031,False,
8228.43,785,fac,False,700.0,2439.197,False,
8228.8,786,fir2dim,False,13844.5,14991.022,False,
8229.33,787,fmref,False,735246.5,727400.933,True,
8229.71,788,cosf,False,31875.0,59951.826,False,
8289.41,789,test3,False,891320281.0,877025267.452,True,
8289.79,790,jfdctint,False,9259.5,25117.031,False,
8290.16,791,fac,False,726.0,2439.197,False,
8290.57,792,fir2dim,False,13237.5,14991.022,False,
8291.1,793,fmref,False,739542.0,727400.933,True,
8291.47,794,cosf,False,32194.5,59951.826,False,
8350.11,795,test3,False,868630275.5,877025267.452,False,
8350.49,796,jfdctint,False,9404.0,25117.031,False,
8350.88,797,fac,False,991.0,2439.197,False,
8351.28,798,fir2dim,False,12883.5,14991.022,False,
8351.81,799,fmref,False,738854.5,727400.933,True,
8352.19,800,cosf,False,31284.5,59951.826,False,
8413.97,801,test3,False,893510210.5,877025267.452,True,
8414.34,802,jfdctint,False,9321.5,25117.031,False,
8414.73,803,fac,False,996.5,2439.197,False,
8415.13,804,fir2dim,False,13225.0,14991.022,False,
8415.68,805,fmref,False,743161.0,727400.933,True,
8416.06,806,cosf,False,32432.0,59951.826,False,
8477.89,807,test3,False,900741053.0,877025267.452,True,
8478.28,808,jfdctint,False,8640.5,25117.031,False,
8478.66,809,fac,False,755.5,2439.197,False,
8479.06,810,fir2dim,False,13327.5,14991.022,False,
8479.59,811,fmref,False,741356.0,727400.933,True,
8479.97,812,cosf,False,32126.0,59951.826,False,
8541.67,813,test3,False,900936741.0,877025267.452,True,
8542.05,814,jfdctint,False,9580.0,25117.031,False,
8542.42,815,fac,False,735.5,2439.197,False,
8542.82,816,fir2dim,False,12991.0,14991.022,False,
8543.35,817,fmref,False,742157.0,727400.933,True,
8543.73,818,cosf,False,32852.0,59951.826,False,
8602.48,819,test3,False,866148425.5,877025267.452,False,
8602.86,820,jfdctint,False,9174.5,25117.031,False,
8603.23,821,fac,False,1082.5,2439.197,False,
8603.61,822,fir2dim,False,13607.5,14991.022,False,
8604.16,823,fmref,False,741913.5,727400.933,True,
8604.56,824,cosf,False,32157.5,59951.826,False,
8663.64,825,test3,False,890200982.5,877025267.452,True,
8664.02,826,jfdctint,False,9207.0,25117.031,False,
8664.39,827,fac,False,746.5,2439.197,False,
8664.77,828,fir2dim,False,13589.5,14991.022,False,
8665.3,829,fmref,False,742382.5,727400.933,True,
8665.68,830,cosf,False,32059.0,59951.826,False,
8725.46,831,test3,False,881433287.0,877025267.452,True,
8725.83,832,jfdctint,False,9079.5,25117.031,False,
8726.21,833,fac,False,1186.5,2439.197,False,
8726.6,834,fir2dim,False,12890.0,14991.022,False,
8727.13,835,fmref,False,741100.5,727400.933,True,
8727.51,836,cosf,False,32138.5,59951.826,False,
8790.33,837,test3,False,918962260.0,877025267.452,True,
8790.71,838,jfdctint,False,9028.0,25117.031,False,
8791.08,839,fac,False,754.0,2439.197,False,
8791.45,840,fir2dim,False,13624.0,14991.022,False,
8791.99,841,fmref,False,740400.0,727400.933,True,
8792.37,842,cosf,False,32106.5,59951.826,False,
8854.8,843,test3,False,922314053.0,877025267.452,True,
8855.17,844,jfdctint,False,8745.5,25117.031,False,
8855.55,845,fac,False,936.0,2439.197,False,
8856.07,846,fir2dim,False,13720.5,14991.022,False,
8856.6,847,fmref,False,745838.0,727400.933,True,
8857.0,848,cosf,False,31461.0,59951.826,False,
8917.31,849,test3,False,879652181.5,877025267.452,True,
8917.69,850,jfdctint,False,9139.5,25117.031,False,
8918.07,851,fac,False,842.0,2439.197,False,
8918.45,852,fir2dim,False,13567.0,14991.022,False,
8918.99,853,fmref,False,736731.5,727400.933,True,
8919.37,854,cosf,False,32195.5,59951.826,False,
8984.83,855,test3,False,953328582.0,877025267.452,True,
8985.2,856,jfdctint,False,9251.0,25117.031,False,
8985.57,857,fac,False,874.0,2439.197,False,
8985.95,858,fir2dim,False,13362.0,14991.022,False,
8986.49,859,fmref,False,743633.5,727400.933,True,
8986.86,860,cosf,False,31899.5,59951.826,False,
9047.5,861,test3,False,898576731.0,877025267.452,True,
9047.85,862,jfdctint,False,8756.5,25117.031,False,
9048.23,863,fac,False,1001.0,2439.197,False,
9048.59,864,fir2dim,False,13282.0,14991.022,False,
9049.13,865,fmref,False,742585.5,727400.933,True,
9049.51,866,cosf,False,31997.0,59951.826,False,
9112.56,867,test3,False,910985960.0,877025267.452,True,
9112.94,868,jfdctint,False,9195.5,25117.031,False,
9113.31,869,fac,False,910.0,2439.197,False,
9113.7,870,fir2dim,False,13514.0,14991.022,False,
9114.23,871,fmref,False,742300.0,727400.933,True,
9114.61,872,cosf,False,32083.0,59951.826,False,
9173.28,873,test3,False,874819797.5,877025267.452,False,
9173.66,874,jfdctint,False,9122.5,25117.031,False,
9174.03,875,fac,False,733.0,2439.197,False,
9174.4,876,fir2dim,False,13485.5,14991.022,False,
9174.93,877,fmref,False,736585.5,727400.933,True,
9175.3,878,cosf,False,31871.5,59951.826,False,
9233.53,879,test3,False,871318326.0,877025267.452,False,
9233.92,880,jfdctint,False,9221.0,25117.031,False,
9234.29,881,fac,False,943.0,2439.197,False,
9234.69,882,fir2dim,False,13311.0,14991.022,False,
9235.22,883,fmref,False,744866.5,727400.933,True,
9235.6,884,cosf,False,32087.5,59951.826,False,
9298.91,885,test3,False,906678703.0,877025267.452,True,
9299.28,886,jfdctint,False,9305.0,25117.031,False,
9299.68,887,fac,False,743.0,2439.197,False,
9300.06,888,fir2dim,False,13668.5,14991.022,False,
9300.61,889,fmref,False,745297.0,727400.933,True,
9300.98,890,cosf,False,32286.5,59951.826,False,
9363.17,891,test3,False,917787841.5,877025267.452,True,
9363.55,892,jfdctint,False,8738.5,25117.031,False,
9363.92,893,fac,False,865.5,2439.197,False,
9364.29,894,fir2dim,False,13794.0,14991.022,False,
9364.82,895,fmref,False,746309.5,727400.933,True,
9365.23,896,cosf,False,31389.5,59951.826,False,
9424.19,897,test3,False,884540729.0,877025267.452,True,
9424.57,898,jfdctint,False,9349.5,25117.031,False,
9424.95,899,fac,False,932.5,2439.197,False,
9425.33,900,fir2dim,False,13654.0,14991.022,False,
9425.87,901,fmref,False,739494.5,727400.933,True,
9426.25,902,cosf,False,32049.0,59951.826,False,
9488.21,903,test3,False,893478455.5,877025267.452,True,
9488.58,904,jfdctint,False,9320.0,25117.031,False,
9488.96,905,fac,False,881.5,2439.197,False,
9489.36,906,fir2dim,False,13922.5,14991.022,False,
9489.88,907,fmref,False,745499.0,727400.933,True,
9490.26,908,cosf,False,31861.5,59951.826,False,
9552.41,909,test3,False,914892118.0,877025267.452,True,
9552.8,910,jfdctint,False,9100.5,25117.031,False,
9553.18,911,fac,False,1176.0,2439.197,False,
9553.58,912,fir2dim,False,12871.5,14991.022,False,
9554.14,913,fmref,False,740563.5,727400.933,True,
9554.52,914,cosf,False,32393.0,59951.826,False,
9617.67,915,test3,False,918813346.5,877025267.452,True,
9618.06,916,jfdctint,False,9201.0,25117.031,False,
9618.43,917,fac,False,772.5,2439.197,False,
9618.83,918,fir2dim,False,13325.0,14991.022,False,
9619.37,919,fmref,False,745015.5,727400.933,True,
9619.75,920,cosf,False,32046.5,59951.826,False,
9681.11,921,test3,False,878820948.0,877025267.452,True,
9681.61,922,jfdctint,False,8722.5,25117.031,False,
9681.99,923,fac,False,1016.0,2439.197,False,
9682.4,924,fir2dim,False,13062.5,14991.022,False,
9682.95,925,fmref,False,732996.5,727400.933,True,
9683.33,926,cosf,False,32193.0,59951.826,False,
9741.67,927,test3,False,863321343.5,877025267.452,False,
9742.06,928,jfdctint,False,8982.5,25117.031,False,
9742.44,929,fac,False,921.0,2439.197,False,
9742.82,930,fir2dim,False,13554.0,14991.022,False,
9743.36,931,fmref,False,738381.5,727400.933,True,
9743.74,932,cosf,False,31403.0,59951.826,False,
9805.25,933,test3,False,903072003.0,877025267.452,True,
9805.63,934,jfdctint,False,8912.5,25117.031,False,
9806.0,935,fac,False,749.5,2439.197,False,
9806.37,936,fir2dim,False,13517.5,14991.022,False,
9806.91,937,fmref,False,743049.0,727400.933,True,
9807.29,938,cosf,False,32097.0,59951.826,False,
9867.31,939,test3,False,869641145.5,877025267.452,False,
9867.69,940,jfdctint,False,9086.0,25117.031,False,
9868.07,941,fac,False,761.0,2439.197,False,
9868.46,942,fir2dim,False,13527.0,14991.022,False,
9868.99,943,fmref,False,738622.5,727400.933,True,
9869.37,944,cosf,False,31958.5,59951.826,False,
9936.08,945,test3,False,969132704.5,877025267.452,True,
9936.46,946,jfdctint,False,8610.0,25117.031,False,
9936.84,947,fac,False,686.5,2439.197,False,
9937.24,948,fir2dim,False,12932.0,14991.022,False,
9937.77,949,fmref,False,736782.0,727400.933,True,
9938.16,950,cosf,False,32252.0,59951.826,False,
10001.08,951,test3,False,918138290.0,877025267.452,True,
10001.46,952,jfdctint,False,9336.5,25117.031,False,
10001.86,953,fac,False,751.0,2439.197,False,
10002.26,954,fir2dim,False,13342.0,14991.022,False,
10002.81,955,fmref,False,740462.5,727400.933,True,
10003.19,956,cosf,False,32071.0,59951.826,False,
10070.03,957,test3,False,950440218.0,877025267.452,True,
10070.4,958,jfdctint,False,9200.5,25117.031,False,
10070.78,959,fac,False,1057.0,2439.197,False,
10071.18,960,fir2dim,False,13512.5,14991.022,False,
10071.71,961,fmref,False,744143.0,727400.933,True,
10072.09,962,cosf,False,32046.5,59951.826,False,
10132.25,963,test3,False,889810291.5,877025267.452,True,
10132.61,964,jfdctint,False,9209.0,25117.031,False,
10132.98,965,fac,False,715.0,2439.197,False,
10133.41,966,fir2dim,False,14041.5,14991.022,False,
10133.93,967,fmref,False,736102.0,727400.933,True,
10134.31,968,cosf,False,32356.0,59951.826,False,
10195.97,969,test3,False,921731414.5,877025267.452,True,
10196.35,970,jfdctint,False,8913.5,25117.031,False,
10196.72,971,fac,False,863.0,2439.197,False,
10197.12,972,fir2dim,False,12992.0,14991.022,False,
10197.65,973,fmref,False,742505.0,727400.933,True,
10198.02,974,cosf,False,32110.0,59951.826,False,
10260.54,975,test3,False,924177513.0,877025267.452,True,
10260.91,976,jfdctint,False,8708.5,25117.031,False,
10261.3,977,fac,False,915.0,2439.197,False,
10261.69,978,fir2dim,False,13520.5,14991.022,False,
10262.24,979,fmref,False,736950.5,727400.933,True,
10262.62,980,cosf,False,31893.5,59951.826,False,
10323.72,981,test3,False,888754027.5,877025267.452,True,
10324.09,982,jfdctint,False,8684.5,25117.031,False,
10324.47,983,fac,False,998.0,2439.197,False,
10324.85,984,fir2dim,False,13443.5,14991.022,False,
10325.39,985,fmref,False,743469.5,727400.933,True,
10325.77,986,cosf,False,32012.0,59951.826,False,
10387.9,987,test3,False,900804170.0,877025267.452,True,
10388.28,988,jfdctint,False,9153.5,25117.031,False,
10388.66,989,fac,False,945.0,2439.197,False,
10389.06,990,fir2dim,False,13225.0,14991.022,False,
10389.63,991,fmref,False,728715.0,727400.933,True,
10390.04,992,cosf,False,31467.5,59951.826,False,
10453.52,993,test3,False,882520181.0,877025267.452,True,
10453.9,994,jfdctint,False,9110.0,25117.031,False,
10454.27,995,fac,False,1081.0,2439.197,False,
10454.66,996,fir2dim,False,13564.0,14991.022,False,
10455.2,997,fmref,False,745176.5,727400.933,True,
10455.58,998,cosf,False,31758.5,59951.826,False,
10515.47,999,test3,False,891539819.0,877025267.452,True,
10515.94,1000,jfdctint,True,10737.0,25117.031,False,
10516.32,1001,fac,False,1020.5,2439.197,False,True
10516.71,1002,fir2dim,False,13535.0,14991.022,False,
10517.25,1003,fmref,False,743469.0,727400.933,True,
10517.64,1004,cosf,False,32147.5,59951.826,False,
10577.39,1005,test3,False,873321191.0,877025267.452,False,
10577.76,1006,jfdctint,False,8712.5,25117.031,False,
10578.13,1007,fac,False,1046.0,2439.197,False,
10578.52,1008,fir2dim,False,13338.5,14991.022,False,
10579.07,1009,fmref,False,748144.0,727400.933,True,
10579.46,1010,cosf,False,32600.5,59951.826,False,
10640.7,1011,test3,False,898146924.5,877025267.452,True,
10641.08,1012,jfdctint,False,9286.5,25117.031,False,
10641.45,1013,fac,False,914.0,2439.197,False,
10641.83,1014,fir2dim,False,13231.0,14991.022,False,
10642.36,1015,fmref,False,739166.0,727400.933,True,
10642.75,1016,cosf,False,32155.0,59951.826,False,
10709.74,1017,test3,False,974874189.5,877025267.452,True,
10710.12,1018,jfdctint,False,9107.0,25117.031,False,
10710.49,1019,fac,False,935.5,2439.197,False,
10710.9,1020,fir2dim,False,13073.0,14991.022,False,
10711.44,1021,fmref,False,739599.0,727400.933,True,
10711.83,1022,cosf,False,31925.0,59951.826,False,
10775.26,1023,test3,False,908705964.5,877025267.452,True,
10775.63,1024,jfdctint,False,9079.5,25117.031,False,
10776.03,1025,fac,False,1004.0,2439.197,False,
10776.43,1026,fir2dim,False,13145.0,14991.022,False,
10776.97,1027,fmref,False,747034.5,727400.933,True,
10777.36,1028,cosf,False,32013.0,59951.826,False,
10835.98,1029,test3,False,868930582.0,877025267.452,False,
10836.35,1030,jfdctint,False,9093.5,25117.031,False,
10836.73,1031,fac,False,954.5,2439.197,False,
10837.14,1032,fir2dim,False,13146.5,14991.022,False,
10837.66,1033,fmref,False,740787.0,727400.933,True,
10838.06,1034,cosf,False,32088.5,59951.826,False,
10897.9,1035,test3,False,869917375.5,877025267.452,False,
10898.27,1036,jfdctint,False,9196.0,25117.031,False,
10898.66,1037,fac,False,1157.0,2439.197,False,
10899.06,1038,fir2dim,False,12909.0,14991.022,False,
10899.6,1039,fmref,False,744496.0,727400.933,True,
10899.98,1040,cosf,False,32124.5,59951.826,False,
10962.71,1041,test3,False,901283902.5,877025267.452,True,
10963.09,1042,jfdctint,False,9304.5,25117.031,False,
10963.46,1043,fac,False,918.5,2439.197,False,
10963.84,1044,fir2dim,False,13593.5,14991.022,False,
10964.4,1045,fmref,False,748139.5,727400.933,True,
10964.78,1046,cosf,False,32291.5,59951.826,False,
11023.88,1047,test3,False,867288061.5,877025267.452,False,
11024.26,1048,jfdctint,False,8661.0,25117.031,False,
11024.64,1049,fac,False,963.0,2439.197,False,
11025.03,1050,fir2dim,False,13627.5,14991.022,False,
11025.58,1051,fmref,False,738863.0,727400.933,True,
